Is Duplicate Row?,Table Names,Item_Outlet_Sales,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type
Duplicate,Store_Train_Forecast_Class.csv,1245.046,FDD20,14.15,Low Fat,0.020798905,Fruits and Vegetables,123.6046,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1245.046,FDT21,7.42,Low Fat,0.020374875,Snack Foods,248.0092,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1245.046,DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6574.775,FDO09,13.5,Regular,0.125469442,Snack Foods,264.491,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,7370.406,FDP16,18.6,Low Fat,0.039355947,Frozen Foods,246.3802,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3211.8192,FDY27,6.38,Low Fat,0.032028115,Dairy,178.3344,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1145.176,NCW54,7.5,Low Fat,0.096333029,Household,57.8588,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1145.176,FDN25,7.895,Regular,0.061424738,Breakfast,57.7588,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3430.2016,FDT52,9.695,Regular,0.047429578,Frozen Foods,245.8144,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3430.2016,FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,201.0716,FDN13,18.6,Low Fat,0.152058281,Breakfast,99.9358,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5773.1518,FDR35,12.5,Low Fat,0.020697723,Breads,198.8742,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2098.6016,FDM13,6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3048.6982,FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3048.6982,FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3621.952,NCO07,9.06,Low Fat,0.009816092,Others,211.856,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3621.952,DRE60,9.395,Low Fat,0.159201868,Soft Drinks,226.072,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,3621.952,NCT18,14.6,Low Fat,0.059405152,Household,179.6976,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,210.3928,NCD43,8.85,Low Fat,0.016006626,Household,105.6964,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1381.535,NCO54,19.5,Low Fat,0.014332439,Household,57.1614,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3266.4148,FDV09,12.1,Low Fat,0.020564685,Snack Foods,148.2734,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4921.5936,DRG03,14.5,Low Fat,0.061986574,Dairy,153.0998,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,458.7362,FDT36,12.3,Low Fat,0.111274591,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5089.3752,FDO12,15.75,Low Fat,0.054930533,Baking Goods,194.4452,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1017.3424,FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1017.3424,NCQ42,20.35,Low Fat,0.039235527,Household,127.2678,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1017.3424,FDT40,5.985,Low Fat,0,Frozen Foods,125.2678,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1017.3424,FDH22,6.405,Low Fat,0.136275173,Snack Foods,128.1678,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4600.0122,FDA26,7.855,Regular,0,Dairy,220.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1018.0082,NCG43,20.2,Low Fat,0.074177667,Household,93.2462,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1018.0082,FDR58,6.675,Low Fat,0,Snack Foods,92.9462,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2524.0478,NCA05,20.75,Low Fat,0.025130632,Health and Hygiene,150.0734,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2524.0478,FDS55,7.02,Low Fat,0.081290366,Fruits and Vegetables,147.3734,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2524.0478,FDK38,6.65,Low Fat,0.053372768,Canned,149.5734,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,623.1888,DRH25,18.7,Low Fat,0.014580886,Soft Drinks,50.2324,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,623.1888,FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,623.1888,FDT23,7.72,Regular,0.074847665,Breads,78.8986,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,623.1888,FDO38,17.25,Low Fat,0.072952298,Canned,76.0986,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3757.1094,FDI07,12.35,Regular,0.033813351,Meat,198.1426,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,458.0704,NCS38,8.6,Low Fat,0.090191431,Household,112.9176,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,790.9704,FDU15,13.65,Regular,0.026602089,Meat,35.1532,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,790.9704,DRH15,8.775,Low Fat,0.110359004,Dairy,42.7428,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,790.9704,DRH15,8.775,Low Fat,0,Dairy,45.9428,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1950.794,FDV26,20.25,Regular,0.076097073,Dairy,193.5794,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1950.794,NCQ41,14.8,Low Fat,0.01946418,Health and Hygiene,196.3794,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1031.99,FDF02,16.2,Low Fat,0.103634038,Canned,101.399,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1031.99,FDZ39,19.7,Regular,0.018024769,Meat,104.499,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1031.99,FDP57,17.5,Low Fat,0.052657753,Snack Foods,103.699,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1031.99,FDA25,16.5,Regular,0.068125756,Canned,101.199,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2603.278,DRF27,8.93,Low Fat,0.028417272,Dairy,154.534,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2603.278,FDK45,11.65,Low Fat,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2603.278,NCR50,20.2,Low Fat,0.011838464,Household,155.134,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2603.278,NCQ29,12,Low Fat,0.104230135,Health and Hygiene,259.5278,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2603.278,FDF14,7.55,Low Fat,0.027164679,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2972.1312,NCK18,9.6,Low Fat,0.006725388,Household,165.9184,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2972.1312,NCK18,9.6,Low Fat,0.006692529,Household,164.9184,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2972.1312,NCK18,9.6,Low Fat,0.006708517,Household,164.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3436.1938,FDY14,10.3,Low Fat,0.070149088,Dairy,264.5226,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4943.565,FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,5764.4964,FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2218.4456,FDW46,13,Regular,0.070288365,Snack Foods,64.3484,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1567.2932,NCL17,7.39,Low Fat,0.068055818,Health and Hygiene,140.7812,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1230.3984,FDP40,4.555,Regular,0.034328578,Frozen Foods,110.1544,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,FDC09,15.5,Regular,0.026342897,Fruits and Vegetables,104.1332,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,FDH46,6.935,Regular,0.041282286,Snack Foods,103.5332,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,FDL32,15.7,Regular,0,Fruits and Vegetables,112.4544,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,FDD46,6.035,Low Fat,0.141475625,Snack Foods,155.0998,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,NCF42,17.35,Low Fat,0.168064909,Household,176.2712,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1230.3984,NCJ42,19.75,Low Fat,0.014301326,Household,103.0332,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2721.7904,FDX57,17.25,Regular,0,Snack Foods,95.2068,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2721.7904,NCL18,18.85,Low Fat,0.16758389,Household,194.6136,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4693.89,FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,4693.89,FDV45,16.75,Low Fat,0.045230944,Snack Foods,187.9556,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,595.2252,FDH31,12,Regular,0.020407296,Meat,99.9042,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,595.2252,NCR05,10.1,Low Fat,0.054585372,Health and Hygiene,196.5084,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1049.9666,DRD01,12.1,Regular,0.061424738,Soft Drinks,56.7614,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1049.9666,FDO04,16.6,Low Fat,0.026537206,Frozen Foods,57.2614,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2514.0608,FDX47,6.55,Regular,0.034604343,Breads,157.8288,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,6208.585,FDQ52,17,Low Fat,0.119871307,Frozen Foods,248.3434,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,925.462,FDY59,8.195,Low Fat,0.031377308,Baking Goods,93.6462,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,925.462,FDY59,8.195,Low Fat,0.031452265,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1341.587,FDZ35,9.6,Regular,0.02236923,Breads,104.799,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,4677.245,FDU58,6.61,Regular,0.029129907,Snack Foods,188.4898,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2492.7552,FDZ31,15.35,Regular,0.113678422,Fruits and Vegetables,189.7504,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2492.7552,FDU38,10.8,Low Fat,0.0824812,Dairy,191.6504,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2492.7552,FDJ22,18.75,Low Fat,0.052766297,Snack Foods,189.7504,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2492.7552,FDZ31,15.35,Regular,0,Fruits and Vegetables,193.0504,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,892.8378,FDZ47,20.7,Regular,0.079281476,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,892.8378,FDL10,8.395,Low Fat,0,Snack Foods,98.7042,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3276.4018,FDQ10,12.85,Low Fat,0.033314389,Snack Foods,171.6422,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1589.2646,FDA02,14,Regular,0.029722659,Dairy,143.4786,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1589.2646,FDX32,15.1,Regular,0.1000135,Fruits and Vegetables,145.4786,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2740.4328,FDO12,15.75,Low Fat,0.055015935,Baking Goods,194.3452,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2740.4328,FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2740.4328,FDW28,18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3928.22,FDH24,20.7,Low Fat,0.021464454,Baking Goods,156.6288,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4933.578,FDP27,8.155,Low Fat,0.119351235,Meat,190.153,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,699.09,FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,699.09,NCD06,13,Low Fat,0.099242622,Household,46.306,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,699.09,FDD03,13.3,Low Fat,0.079806266,Dairy,232.53,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2550.014,NCQ06,13,Low Fat,0.041789718,Household,256.1014,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4460.86,FDI26,5.94,Low Fat,0.034880143,Canned,177.9344,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5163.9448,FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,5163.9448,FDC46,17.7,Low Fat,0.1164455,Snack Foods,182.8266,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2320.9788,NCT06,17.1,Low Fat,0.038705317,Household,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3966.1706,FDL24,10.3,Regular,0.024935297,Baking Goods,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1114.5492,DRQ35,9.3,Low Fat,0.042463728,Hard Drinks,121.9388,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1114.5492,NCM18,13,Low Fat,0.082970667,Household,60.0194,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3044.7034,FDE45,12.1,Low Fat,0,Fruits and Vegetables,177.3002,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,647.1576,FDL44,18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,647.1576,FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,647.1576,FDY24,4.88,Regular,0.133382115,Baking Goods,55.0298,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1139.8496,FDE24,14.85,Low Fat,0.09384335,Baking Goods,142.3812,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1139.8496,FDW40,14,Regular,0.105573769,Frozen Foods,143.9812,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,1139.8496,FDE24,14.85,Low Fat,0.09344495,Baking Goods,141.0812,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2090.612,FDB47,8.8,Low Fat,0.071369947,Snack Foods,209.1612,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2090.612,FDW03,5.63,Regular,0.024536636,Meat,106.1306,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2090.612,FDD41,6.765,Regular,0.087260103,Frozen Foods,105.0306,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,788.3072,FDY40,15.5,Regular,0.085834992,Frozen Foods,49.6692,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,788.3072,FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1139.1838,FDA39,6.32,Low Fat,0,Meat,40.2822,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2770.3938,FDJ21,16.7,Regular,0.038685176,Snack Foods,146.6102,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2599.2832,NCZ54,14.65,Low Fat,0.083698962,Household,163.4552,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2621.9204,FDS46,17.6,Regular,0.047330801,Snack Foods,120.8782,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2621.9204,FDS46,17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,2741.7644,FDD45,8.615,Low Fat,0.116226984,Fruits and Vegetables,95.9436,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2741.7644,NCS17,18.6,Low Fat,0.080829372,Health and Hygiene,96.4436,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,3315.684,FDV25,5.905,Low Fat,0.045838211,Canned,222.5456,OUT018,2009,Medium,Tier 3,Supermarket Type2
Unique,Store_Train_Forecast_Class.csv,1034.6532,FDV34,10.695,Regular,0.01141595,Snack Foods,74.0038,OUT013,1987,High,Tier 3,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,1034.6532,FDE44,14.65,Low Fat,0.17138805,Fruits and Vegetables,50.7692,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,292.952,FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2482.7682,NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5275.7992,FDT32,19,Regular,0.065621523,Fruits and Vegetables,186.5214,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,1823.6262,FDY34,10.5,Regular,0.010998932,Snack Foods,164.3842,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3595.32,FDY22,16.5,Regular,0.159720671,Snack Foods,144.5128,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5608.6992,FDG16,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,5608.6992,DRL01,19.5,Regular,0.077108099,Soft Drinks,232.8958,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2821.6604,FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2821.6604,FDU31,10.5,Regular,0.02502991,Fruits and Vegetables,218.4508,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4351.6688,FDR34,17,Regular,0.01599013,Snack Foods,228.8352,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,631.8442,FDG57,14.7,Low Fat,0.072284689,Fruits and Vegetables,49.8034,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2864.2716,FDY33,14.5,Regular,0,Snack Foods,159.3262,OUT035,2004,Small,Tier 2,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,2864.2716,FDB33,17.75,Low Fat,0.014577412,Fruits and Vegetables,160.7262,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2960.1468,NCO29,11.15,Low Fat,0.032387589,Health and Hygiene,164.3526,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2960.1468,FDC34,16,Regular,0.173462841,Snack Foods,157.6972,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2960.1468,FDO58,19.6,Low Fat,0.039738393,Snack Foods,163.7526,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,2960.1468,FDO58,19.6,Low Fat,0.039577173,Snack Foods,166.1526,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4820.392,FDX34,6.195,Low Fat,0.071971918,Snack Foods,121.3098,OUT035,2004,Small,Tier 2,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,552.614,DRH23,14.65,Low Fat,0,Hard Drinks,54.9614,OUT049,1999,Medium,Tier 1,Supermarket Type1
Duplicate,Store_Train_Forecast_Class.csv,552.614,NCV41,14.35,Low Fat,0.017108186,Health and Hygiene,110.3228,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,552.614,FDP49,9,Regular,0,Breakfast,55.2614,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,552.614,NCD19,8.93,Low Fat,0,Household,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,876.1928,NCZ41,19.85,Low Fat,0.064367627,Health and Hygiene,126.1704,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,978.726,FDY04,17.7,Regular,0.042649476,Frozen Foods,162.721,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,978.726,DRE27,11.85,Low Fat,0.13267058,Dairy,96.4726,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3214.4824,DRE37,13.5,Low Fat,0.094603404,Soft Drinks,187.0872,OUT018,2009,Medium,Tier 3,Supermarket Type2
Duplicate,Store_Train_Forecast_Class.csv,3214.4824,FDO46,9.6,Regular,0.014200671,Snack Foods,187.1872,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,3283.7256,FDF52,9.3,Low Fat,0.066887123,Frozen Foods,183.9292,OUT049,1999,Medium,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5492.85,FDP48,7.52,Regular,0.044023213,Baking Goods,183.095,OUT046,1997,Small,Tier 1,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,5757.8384,FDK21,7.905,Low Fat,0.010003987,Snack Foods,250.7408,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,2147.205,FDY37,17,Regular,0.026546765,Canned,142.147,OUT013,1987,High,Tier 3,Supermarket Type1
Unique,Store_Train_Forecast_Class.csv,4586.0304,DRM47,9.3,Low Fat,0.043964058,Hard Drinks,192.3846,OUT018,2009,Medium,Tier 3,Supermarket Type2
